url,seo_nombre,estado,kb_orig,kb_opt,reduccion_%
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_184324006-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-009.jpg,OK,140.2,142.0,-1.3
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_185954370-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-010.jpg,OK,81.8,83.0,-1.5
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_185956964-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-011.jpg,OK,129.1,130.3,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_190143851-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-012.jpg,OK,118.6,119.3,-0.6
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_190557990-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-013.jpg,OK,82.8,84.0,-1.5
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_190932617-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-014.jpg,OK,132.9,134.1,-0.9
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_191420614-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-015.jpg,OK,143.2,144.5,-0.9
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_191655888-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-016.jpg,OK,137.0,138.4,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_192125365-Large.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-017.jpg,OK,167.0,168.7,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_192125365-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-018.jpg,OK,167.0,168.7,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_193429320-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-019.jpg,OK,196.1,198.7,-1.3
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_193918058-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-020.jpg,OK,168.9,170.4,-0.9
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_194733149-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-021.jpg,OK,58.8,59.7,-1.4
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_195041406-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-022.jpg,OK,108.6,109.4,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_200505106-Large.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-023.jpg,OK,188.5,189.6,-0.6
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_200505106-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-024.jpg,OK,188.5,189.6,-0.6
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_200741273-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-025.jpg,OK,186.9,187.9,-0.5
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_200820677-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-026.jpg,OK,141.7,142.7,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_205719427-Large.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-027.jpg,OK,275.5,278.8,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_205719427-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-028.jpg,OK,275.5,278.8,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_211118119-Large.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-029.jpg,OK,271.3,274.8,-1.3
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20230627_211118119-Large-1.jpeg,clase-teatro-barcelona-junio-2023-sesion-final-030.jpg,OK,271.3,274.8,-1.3
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1919018552-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-001.jpg,OK,196.9,199.8,-1.5
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1920382772-01-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-002.jpg,OK,203.0,204.4,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1920382772-01-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-003.jpg,OK,203.0,204.4,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_192112648-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-004.jpg,OK,452.0,457.2,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_192152885.MP2-01-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-005.jpg,OK,260.1,261.9,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_192152885.MP2-01-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-006.jpg,OK,260.1,261.9,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_192152885.MP2-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-007.jpg,OK,226.7,229.0,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_192152885.MP2-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-008.jpg,OK,226.7,229.0,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1923096512-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-009.jpg,OK,183.1,186.3,-1.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1923096512-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-010.jpg,OK,183.1,186.3,-1.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1928378112-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-011.jpg,OK,205.1,207.7,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1928378112-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-012.jpg,OK,205.1,207.7,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1937019013-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-013.jpg,OK,253.9,257.4,-1.4
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1937019013-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-014.jpg,OK,253.9,257.4,-1.4
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1937051502-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-015.jpg,OK,111.6,111.8,-0.3
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1937051502-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-016.jpg,OK,111.6,111.8,-0.3
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1937111532-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-017.jpg,OK,241.3,244.1,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1937111532-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-018.jpg,OK,241.3,244.1,-1.2
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1945342243-01-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-019.jpg,OK,137.6,138.8,-0.9
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1945342243-01-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-020.jpg,OK,137.6,138.8,-0.9
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1945481933-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-021.jpg,OK,199.0,201.0,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_1945481933-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-022.jpg,OK,199.0,201.0,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2001205832-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-023.jpg,OK,102.1,102.9,-0.8
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2001205832-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-024.jpg,OK,102.1,102.9,-0.8
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2004485703-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-025.jpg,OK,259.3,261.9,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2004485703-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-026.jpg,OK,259.3,261.9,-1.0
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_202548340_exported_stabilized_1698825197424-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-027.jpg,OK,65.2,65.6,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_202548340_exported_stabilized_1698825197424-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-028.jpg,OK,65.2,65.6,-0.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_202557172-01-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-029.jpg,OK,245.5,248.8,-1.4
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_202557172-01-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-030.jpg,OK,245.5,248.8,-1.4
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2031434912-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-031.jpg,OK,201.2,204.5,-1.6
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2031434912-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-032.jpg,OK,201.2,204.5,-1.6
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_203251325-Large.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-033.jpg,OK,144.3,146.5,-1.5
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_203251325-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-034.jpg,OK,144.3,146.5,-1.5
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231031_2033428112-Large-1.jpeg,clase-teatro-barcelona-octubre-2023-sesion-1-035.jpg,OK,251.5,255.7,-1.7
https://talleresdeteatro.es/wp-content/uploads/2023/12/PXL_20231107_193939858-Large.jpeg,clase-teatro-barcelona-noviembre-2023-sesion-1-001.jpg,OK,155.7,158.6,-1.8
